Time,Lat,Long,Heading,Baralt,Radalt,Pitch,Bank,Yaw,IAS,TAS,Gx,Gy,Gz,AOA,VS
617.55,44.937850,38.761780,0.618143,2976.012451,2954.732178,0.005732,-0.113032,0.618143,236.444781,269.845032,0.005649,1.006079,-0.000041,0.613360,-1.347337
617.58,44.937901,38.761838,0.618021,2975.971924,2954.711182,0.005732,-0.113035,0.618021,236.445202,269.845337,0.005649,1.006079,-0.000042,0.613353,-1.347434
617.60,44.937952,38.761895,0.617924,2975.939697,2954.693359,0.005731,-0.113037,0.617924,236.445536,269.845551,0.005649,1.006079,-0.000042,0.613349,-1.347512
617.63,44.938001,38.761951,0.617802,2975.899170,2954.668701,0.005731,-0.113040,0.617802,236.445990,269.845856,0.005648,1.006078,-0.000042,0.613342,-1.347609
617.66,44.938052,38.762009,0.617705,2975.866943,2954.649170,0.005730,-0.113043,0.617705,236.446340,269.846100,0.005648,1.006078,-0.000042,0.613337,-1.347687
617.68,44.938102,38.762067,0.617583,2975.826416,2954.624512,0.005730,-0.113046,0.617583,236.446778,269.846405,0.005648,1.006078,-0.000042,0.613331,-1.347785
617.71,44.938153,38.762125,0.617486,2975.794189,2954.604980,0.005730,-0.113049,0.617486,236.447112,269.846649,0.005647,1.006078,-0.000042,0.613325,-1.347863
617.74,44.938204,38.762183,0.617363,2975.753662,2954.580322,0.005729,-0.113052,0.617363,236.447550,269.846954,0.005647,1.006079,-0.000042,0.613319,-1.347961
617.76,44.938255,38.762240,0.617266,2975.721191,2954.560547,0.005729,-0.113054,0.617266,236.447916,269.847168,0.005647,1.006078,-0.000042,0.613314,-1.348039
617.79,44.938306,38.762298,0.617144,2975.680908,2954.536133,0.005728,-0.113058,0.617144,236.448354,269.847504,0.005646,1.006079,-0.000042,0.613308,-1.348137
617.82,44.938357,38.762356,0.617047,2975.648438,2954.516357,0.005728,-0.113060,0.617047,236.448704,269.847717,0.005646,1.006079,-0.000042,0.613303,-1.348215
617.85,44.938408,38.762414,0.616925,2975.608154,2954.492188,0.005727,-0.113063,0.616925,236.449142,269.848022,0.005646,1.006080,-0.000042,0.613298,-1.348313
617.87,44.938457,38.762469,0.616827,2975.575684,2954.472412,0.005727,-0.113066,0.616827,236.449476,269.848267,0.005646,1.006080,-0.000042,0.613294,-1.348391
617.90,44.938508,38.762527,0.616730,2975.543213,2954.452881,0.005727,-0.113069,0.616730,236.449860,269.848511,0.005645,1.006081,-0.000042,0.613289,-1.348469
617.93,44.938559,38.762585,0.616608,2975.502930,2954.430176,0.005726,-0.113072,0.616608,236.450298,269.848816,0.005645,1.006081,-0.000042,0.613284,-1.348567
617.95,44.938608,38.762641,0.616511,2975.470459,2954.411621,0.005726,-0.113074,0.616511,236.450632,269.849060,0.005645,1.006082,-0.000042,0.613280,-1.348645
617.98,44.938659,38.762698,0.616389,2975.429932,2954.388428,0.005725,-0.113078,0.616389,236.451102,269.849365,0.005644,1.006083,-0.000042,0.613274,-1.348742
618.01,44.938710,38.762756,0.616292,2975.397705,2954.370117,0.005725,-0.113080,0.616292,236.451420,269.849609,0.005644,1.006085,-0.000041,0.613269,-1.348820
618.03,44.938759,38.762812,0.616169,2975.357178,2954.346924,0.005725,-0.113083,0.616169,236.451875,269.849915,0.005644,1.006083,-0.000042,0.613263,-1.348917
618.06,44.938812,38.762872,0.616072,2975.324707,2954.328369,0.005724,-0.113086,0.616072,236.452225,269.850159,0.005644,1.006083,-0.000042,0.613258,-1.348995
618.09,44.938861,38.762927,0.615950,2975.284424,2954.305664,0.005724,-0.113089,0.615950,236.452680,269.850464,0.005643,1.006083,-0.000041,0.613251,-1.349093
618.11,44.938912,38.762985,0.615853,2975.251953,2954.287109,0.005723,-0.113092,0.615853,236.453014,269.850708,0.005643,1.006083,-0.000042,0.613246,-1.349171
618.14,44.938961,38.763041,0.615756,2975.219482,2954.268555,0.005723,-0.113094,0.615756,236.453365,269.850922,0.005643,1.006083,-0.000042,0.613240,-1.349249
618.17,44.939012,38.763098,0.615633,2975.179199,2954.245605,0.005722,-0.113097,0.615633,236.453819,269.851227,0.005642,1.006085,-0.000041,0.613234,-1.349346
618.19,44.939063,38.763156,0.615536,2975.146729,2954.227051,0.005722,-0.113100,0.615536,236.454154,269.851471,0.005642,1.006085,-0.000040,0.613229,-1.349424
618.22,44.939116,38.763216,0.615415,2975.106201,2954.203613,0.005722,-0.113103,0.615415,236.454592,269.851776,0.005642,1.006086,-0.000038,0.613221,-1.349522
618.25,44.939167,38.763273,0.615293,2975.065674,2954.180420,0.005721,-0.113106,0.615293,236.455047,269.852081,0.005641,1.006088,-0.000036,0.613214,-1.349619
618.27,44.939218,38.763331,0.615196,2975.033447,2954.161865,0.005721,-0.113109,0.615196,236.455397,269.852325,0.005641,1.006089,-0.000034,0.613209,-1.349696
618.30,44.939267,38.763387,0.615098,2975.000977,2954.143311,0.005720,-0.113112,0.615098,236.455764,269.852570,0.005641,1.006091,-0.000033,0.613203,-1.349773
618.33,44.939318,38.763444,0.614977,2974.960449,2954.119873,0.005720,-0.113115,0.614977,236.456219,269.852875,0.005640,1.006090,-0.000033,0.613196,-1.349869
618.36,44.939369,38.763502,0.614879,2974.927979,2954.099365,0.005720,-0.113117,0.614879,236.456553,269.853119,0.005640,1.006092,-0.000031,0.613189,-1.349945
618.38,44.939424,38.763564,0.614758,2974.887695,2954.069336,0.005719,-0.113120,0.614758,236.456975,269.853424,0.005639,1.006093,-0.000030,0.613182,-1.350041
618.41,44.939475,38.763622,0.614636,2974.847168,2954.034424,0.005719,-0.113124,0.614636,236.457397,269.853729,0.005639,1.006096,-0.000028,0.613174,-1.350136
618.44,44.939526,38.763679,0.614539,2974.814697,2954.005859,0.005718,-0.113126,0.614539,236.457765,269.853943,0.005639,1.006095,-0.000028,0.613168,-1.350212
618.46,44.939575,38.763735,0.614417,2974.774170,2953.968994,0.005718,-0.113129,0.614417,236.458203,269.854279,0.005638,1.006097,-0.000026,0.613161,-1.350307
618.49,44.939626,38.763792,0.614320,2974.741699,2953.938232,0.005718,-0.113132,0.614320,236.458554,269.854492,0.005638,1.006098,-0.000025,0.613155,-1.350382
618.52,44.939677,38.763850,0.614198,2974.701172,2953.899658,0.005717,-0.113135,0.614198,236.458992,269.854828,0.005637,1.006099,-0.000024,0.613147,-1.350476
618.54,44.939728,38.763908,0.614101,2974.668945,2953.869141,0.005717,-0.113137,0.614101,236.459343,269.855042,0.005637,1.006099,-0.000023,0.613140,-1.350551
618.57,44.939779,38.763965,0.613979,2974.628418,2953.830566,0.005716,-0.113140,0.613979,236.459781,269.855347,0.005636,1.006100,-0.000022,0.613133,-1.350645
618.60,44.939830,38.764023,0.613882,2974.595947,2953.799561,0.005716,-0.113143,0.613882,236.460148,269.855591,0.005636,1.006101,-0.000021,0.613126,-1.350720
618.62,44.939880,38.764078,0.613785,2974.563477,2953.768799,0.005716,-0.113145,0.613785,236.460499,269.855835,0.005636,1.006101,-0.000020,0.613120,-1.350795
618.65,44.939931,38.764136,0.613663,2974.522949,2953.730225,0.005715,-0.113148,0.613663,236.460937,269.856140,0.005635,1.006101,-0.000020,0.613113,-1.350889
618.68,44.939982,38.764193,0.613565,2974.490479,2953.699219,0.005715,-0.113151,0.613565,236.461288,269.856384,0.005635,1.006101,-0.000021,0.613107,-1.350964
618.71,44.940033,38.764251,0.613443,2974.449951,2953.660889,0.005714,-0.113154,0.613443,236.461726,269.856689,0.005634,1.006100,-0.000022,0.613101,-1.351058
618.73,44.940084,38.764308,0.613346,2974.417480,2953.629883,0.005714,-0.113156,0.613346,236.462093,269.856934,0.005634,1.006100,-0.000023,0.613095,-1.351133
618.76,44.940135,38.764366,0.613224,2974.376953,2953.599365,0.005713,-0.113159,0.613224,236.462532,269.857239,0.005633,1.006099,-0.000023,0.613088,-1.351228
618.79,44.940184,38.764421,0.613126,2974.344482,2953.582275,0.005713,-0.113161,0.613126,236.462850,269.857483,0.005633,1.006098,-0.000024,0.613082,-1.351304
618.81,44.940237,38.764481,0.613004,2974.303955,2953.561279,0.005713,-0.113164,0.613004,236.463321,269.857788,0.005633,1.006097,-0.000024,0.613074,-1.351399
618.84,44.940286,38.764536,0.612907,2974.271729,2953.544678,0.005712,-0.113167,0.612907,236.463655,269.858063,0.005632,1.006098,-0.000024,0.613069,-1.351475
618.87,44.940339,38.764596,0.612785,2974.231201,2953.523438,0.005712,-0.113170,0.612785,236.464094,269.858368,0.005632,1.006097,-0.000024,0.613061,-1.351571
618.89,44.940390,38.764653,0.612688,2974.198730,2953.506592,0.005711,-0.113172,0.612688,236.464477,269.858582,0.005631,1.006097,-0.000024,0.613056,-1.351648
618.92,44.940442,38.764711,0.612566,2974.158203,2953.485352,0.005711,-0.113175,0.612566,236.464899,269.858917,0.005631,1.006096,-0.000024,0.613048,-1.351744
618.95,44.940493,38.764768,0.612468,2974.125732,2953.468506,0.005710,-0.113178,0.612468,236.465250,269.859131,0.005630,1.006095,-0.000024,0.613043,-1.351821
618.98,44.940544,38.764826,0.612346,2974.085205,2953.447510,0.005710,-0.113180,0.612346,236.465688,269.859436,0.005630,1.006096,-0.000024,0.613036,-1.351917
619.00,44.940595,38.764883,0.612248,2974.052734,2953.430420,0.005710,-0.113183,0.612248,236.466055,269.859711,0.005630,1.006096,-0.000023,0.613030,-1.351994
619.03,44.940644,38.764939,0.612126,2974.012207,2953.409424,0.005709,-0.113186,0.612126,236.466494,269.859985,0.005629,1.006095,-0.000025,0.613025,-1.352091
619.06,44.940695,38.764996,0.612029,2973.979736,2953.392334,0.005709,-0.113188,0.612029,236.466844,269.860229,0.005629,1.006094,-0.000027,0.613020,-1.352169
619.08,44.940745,38.765051,0.611907,2973.938965,2953.369629,0.005708,-0.113191,0.611907,236.467299,269.860535,0.005628,1.006092,-0.000029,0.613014,-1.352266
619.11,44.940798,38.765111,0.611808,2973.906494,2953.333008,0.005708,-0.113194,0.611808,236.467633,269.860779,0.005628,1.006092,-0.000030,0.613010,-1.352345
619.14,44.940849,38.765168,0.611686,2973.865967,2953.287109,0.005707,-0.113197,0.611686,236.468056,269.861084,0.005628,1.006090,-0.000032,0.613004,-1.352443
619.16,44.940898,38.765224,0.611588,2973.833496,2953.250244,0.005707,-0.113199,0.611588,236.468423,269.861328,0.005627,1.006090,-0.000033,0.613000,-1.352523
619.19,44.940949,38.765281,0.611466,2973.792969,2953.204590,0.005706,-0.113202,0.611466,236.468861,269.861633,0.005627,1.006089,-0.000034,0.612995,-1.352622
619.22,44.941000,38.765339,0.611369,2973.760498,2953.167725,0.005706,-0.113205,0.611369,236.469228,269.861877,0.005627,1.006087,-0.000036,0.612991,-1.352702
619.25,44.941053,38.765398,0.611247,2973.719971,2953.121826,0.005706,-0.113208,0.611247,236.469650,269.862183,0.005626,1.006087,-0.000037,0.612985,-1.352802
619.27,44.941103,38.765453,0.611149,2973.687500,2953.085205,0.005705,-0.113210,0.611149,236.470034,269.862427,0.005626,1.006086,-0.000038,0.612981,-1.352883
619.30,44.941156,38.765513,0.611026,2973.646973,2953.039307,0.005705,-0.113213,0.611026,236.470489,269.862732,0.005626,1.006085,-0.000039,0.612976,-1.352984
619.33,44.941207,38.765570,0.610929,2973.614502,2953.002686,0.005704,-0.113216,0.610929,236.470823,269.862976,0.005625,1.006084,-0.000040,0.612972,-1.353065
619.35,44.941258,38.765628,0.610806,2973.573730,2952.956543,0.005704,-0.113219,0.610806,236.471262,269.863312,0.005625,1.006084,-0.000041,0.612967,-1.353167
619.38,44.941309,38.765685,0.610709,2973.541260,2952.919678,0.005703,-0.113221,0.610709,236.471613,269.863525,0.005625,1.006084,-0.000042,0.612963,-1.353248
619.41,44.941359,38.765740,0.610587,2973.500732,2952.874023,0.005703,-0.113225,0.610587,236.472068,269.863831,0.005625,1.006083,-0.000043,0.612957,-1.353350
619.44,44.941416,38.765804,0.610464,2973.460205,2952.828125,0.005702,-0.113228,0.610464,236.472523,269.864166,0.005624,1.006082,-0.000044,0.612953,-1.353453
619.46,44.941465,38.765859,0.610366,2973.427734,2952.791260,0.005702,-0.113230,0.610366,236.472858,269.864380,0.005624,1.006081,-0.000045,0.612949,-1.353535
619.49,44.941516,38.765916,0.610269,2973.395264,2952.766113,0.005702,-0.113233,0.610269,236.473193,269.864624,0.005624,1.006081,-0.000046,0.612945,-1.353618
619.52,44.941567,38.765974,0.610147,2973.354492,2952.749756,0.005701,-0.113236,0.610147,236.473648,269.864960,0.005623,1.006081,-0.000046,0.612940,-1.353721
619.54,44.941619,38.766031,0.610049,2973.322021,2952.736816,0.005701,-0.113239,0.610049,236.473983,269.865173,0.005623,1.006080,-0.000047,0.612936,-1.353804
619.57,44.941670,38.766088,0.609927,2973.281494,2952.720703,0.005700,-0.113242,0.609927,236.474422,269.865509,0.005623,1.006080,-0.000048,0.612931,-1.353908
619.60,44.941721,38.766146,0.609828,2973.249023,2952.707764,0.005700,-0.113244,0.609828,236.474773,269.865723,0.005623,1.006080,-0.000049,0.612927,-1.353991
619.62,44.941772,38.766203,0.609706,2973.208252,2952.691162,0.005699,-0.113248,0.609706,236.475228,269.866058,0.005622,1.006080,-0.000050,0.612922,-1.354095
619.65,44.941822,38.766258,0.609609,2973.175781,2952.678223,0.005699,-0.113250,0.609609,236.475563,269.866302,0.005622,1.006079,-0.000050,0.612918,-1.354179
619.68,44.941873,38.766315,0.609487,2973.135254,2952.662109,0.005699,-0.113254,0.609487,236.476019,269.866608,0.005622,1.006079,-0.000051,0.612913,-1.354284
619.71,44.941926,38.766375,0.609389,2973.102783,2952.649170,0.005698,-0.113256,0.609389,236.476386,269.866852,0.005622,1.006078,-0.000053,0.612909,-1.354368
619.73,44.941975,38.766430,0.609267,2973.062012,2952.632812,0.005698,-0.113259,0.609267,236.476842,269.867157,0.005622,1.006079,-0.000053,0.612904,-1.354473
619.76,44.942028,38.766489,0.609169,2973.029541,2952.619873,0.005697,-0.113262,0.609169,236.477193,269.867401,0.005621,1.006079,-0.000052,0.612899,-1.354557
619.79,44.942080,38.766546,0.609047,2972.989014,2952.603516,0.005697,-0.113265,0.609047,236.477616,269.867706,0.005621,1.006081,-0.000050,0.612893,-1.354662
619.82,44.942141,38.766614,0.608925,2972.948242,2952.581787,0.005696,-0.113269,0.608925,236.478072,269.868011,0.005621,1.006081,-0.000050,0.612887,-1.354766
619.85,44.942207,38.766688,0.608778,2972.899414,2952.549316,0.005696,-0.113273,0.608778,236.478599,269.868408,0.005620,1.006083,-0.000048,0.612879,-1.354891
619.88,44.942258,38.766746,0.608657,2972.858887,2952.522217,0.005695,-0.113276,0.608657,236.479039,269.868713,0.005620,1.006083,-0.000047,0.612874,-1.354996
619.91,44.942310,38.766803,0.608559,2972.826416,2952.500732,0.005695,-0.113279,0.608559,236.479374,269.868958,0.005620,1.006084,-0.000047,0.612869,-1.355079
619.93,44.942359,38.766858,0.608462,2972.793945,2952.479248,0.005694,-0.113281,0.608462,236.479742,269.869202,0.005620,1.006086,-0.000046,0.612864,-1.355162
619.96,44.942412,38.766917,0.608340,2972.753174,2952.451904,0.005694,-0.113284,0.608340,236.480182,269.869507,0.005619,1.006087,-0.000045,0.612857,-1.355265
619.99,44.942463,38.766974,0.608218,2972.712402,2952.420166,0.005694,-0.113288,0.608218,236.480654,269.869812,0.005619,1.006087,-0.000044,0.612850,-1.355368
620.01,44.942515,38.767032,0.608120,2972.679932,2952.379639,0.005693,-0.113290,0.608120,236.480973,269.870056,0.005619,1.006088,-0.000044,0.612845,-1.355451
620.04,44.942566,38.767089,0.607998,2972.639404,2952.329346,0.005693,-0.113294,0.607998,236.481446,269.870361,0.005618,1.006089,-0.000043,0.612839,-1.355554
620.07,44.942617,38.767146,0.607901,2972.606689,2952.288574,0.005692,-0.113296,0.607901,236.481814,269.870605,0.005618,1.006089,-0.000042,0.612833,-1.355636
620.10,44.942671,38.767205,0.607779,2972.566162,2952.238037,0.005692,-0.113299,0.607779,236.482221,269.870911,0.005618,1.006090,-0.000042,0.612827,-1.355739
620.12,44.942722,38.767262,0.607681,2972.533691,2952.197754,0.005691,-0.113302,0.607681,236.482573,269.871185,0.005617,1.006092,-0.000041,0.612821,-1.355821
620.15,44.942775,38.767322,0.607559,2972.492920,2952.146973,0.005691,-0.113305,0.607559,236.483029,269.871490,0.005617,1.006092,-0.000040,0.612814,-1.355923
620.18,44.942828,38.767381,0.607437,2972.452148,2952.096191,0.005690,-0.113308,0.607437,236.483469,269.871796,0.005617,1.006092,-0.000039,0.612807,-1.356025
620.21,44.942878,38.767436,0.607340,2972.419678,2952.068848,0.005690,-0.113311,0.607340,236.483821,269.872040,0.005616,1.006094,-0.000039,0.612802,-1.356107
620.23,44.942927,38.767491,0.607242,2972.387207,2952.049316,0.005690,-0.113313,0.607242,236.484189,269.872284,0.005616,1.006095,-0.000038,0.612796,-1.356189
620.26,44.942979,38.767548,0.607120,2972.346436,2952.024658,0.005689,-0.113317,0.607120,236.484629,269.872589,0.005616,1.006096,-0.000037,0.612789,-1.356290
620.29,44.943030,38.767605,0.607023,2972.313965,2952.005127,0.005689,-0.113319,0.607023,236.484981,269.872864,0.005615,1.006096,-0.000036,0.612784,-1.356372
620.31,44.943079,38.767660,0.606901,2972.273193,2951.980469,0.005688,-0.113322,0.606901,236.485421,269.873138,0.005615,1.006097,-0.000035,0.612776,-1.356473
620.34,44.943133,38.767719,0.606803,2972.240723,2951.960938,0.005688,-0.113325,0.606803,236.485805,269.873413,0.005615,1.006098,-0.000034,0.612771,-1.356554
620.37,44.943184,38.767776,0.606681,2972.199951,2951.936279,0.005687,-0.113328,0.606681,236.486245,269.873718,0.005614,1.006099,-0.000034,0.612764,-1.356655
620.39,44.943235,38.767833,0.606584,2972.167480,2951.916748,0.005687,-0.113331,0.606584,236.486597,269.873962,0.005614,1.006098,-0.000033,0.612758,-1.356736
620.42,44.943287,38.767890,0.606462,2972.126709,2951.881104,0.005687,-0.113334,0.606462,236.487021,269.874268,0.005613,1.006098,-0.000034,0.612752,-1.356837
620.45,44.943338,38.767947,0.606364,2972.094238,2951.834717,0.005686,-0.113336,0.606364,236.487389,269.874512,0.005613,1.006098,-0.000036,0.612747,-1.356918
620.48,44.943389,38.768004,0.606242,2972.053467,2951.769043,0.005686,-0.113339,0.606242,236.487829,269.874817,0.005613,1.006098,-0.000037,0.612741,-1.357020
620.50,44.943439,38.768059,0.606143,2972.020752,2951.716797,0.005685,-0.113342,0.606143,236.488181,269.875061,0.005612,1.006097,-0.000037,0.612737,-1.357101
620.53,44.943490,38.768116,0.606021,2971.980225,2951.651367,0.005685,-0.113345,0.606021,236.488654,269.875397,0.005612,1.006098,-0.000038,0.612730,-1.357203
620.55,44.943540,38.768171,0.605924,2971.947510,2951.598877,0.005684,-0.113347,0.605924,236.489006,269.875641,0.005612,1.006097,-0.000039,0.612726,-1.357285
620.58,44.943595,38.768232,0.605802,2971.906738,2951.508789,0.005684,-0.113351,0.605802,236.489446,269.875946,0.005611,1.006096,-0.000040,0.612720,-1.357387
620.61,44.943644,38.768287,0.605704,2971.874268,2951.427246,0.005684,-0.113353,0.605704,236.489799,269.876221,0.005611,1.006096,-0.000040,0.612715,-1.357469
620.63,44.943694,38.768342,0.605606,2971.841553,2951.345459,0.005683,-0.113356,0.605606,236.490151,269.876434,0.005611,1.006096,-0.000040,0.612710,-1.357552
620.66,44.943745,38.768399,0.605484,2971.801025,2951.243408,0.005683,-0.113359,0.605484,236.490575,269.876740,0.005610,1.006094,-0.000041,0.612703,-1.357655
620.69,44.943797,38.768456,0.605386,2971.768311,2951.161621,0.005682,-0.113361,0.605386,236.490943,269.877014,0.005610,1.006096,-0.000040,0.612698,-1.357737
620.72,44.943848,38.768513,0.605264,2971.727539,2951.059570,0.005682,-0.113364,0.605264,236.491383,269.877319,0.005610,1.006094,-0.000041,0.612692,-1.357841
620.74,44.943900,38.768570,0.605166,2971.695068,2950.977783,0.005681,-0.113367,0.605166,236.491768,269.877563,0.005609,1.006095,-0.000041,0.612687,-1.357923
620.77,44.943951,38.768627,0.605044,2971.654297,2950.875732,0.005681,-0.113370,0.605044,236.492176,269.877869,0.005609,1.006094,-0.000041,0.612682,-1.358027
620.80,44.944004,38.768686,0.604921,2971.613525,2950.773438,0.005680,-0.113373,0.604921,236.492665,269.878174,0.005609,1.006094,-0.000042,0.612676,-1.358131
620.82,44.944054,38.768741,0.604824,2971.581055,2950.691895,0.005680,-0.113376,0.604824,236.493001,269.878448,0.005608,1.006095,-0.000041,0.612671,-1.358214
620.85,44.944104,38.768796,0.604726,2971.548340,2950.610107,0.005680,-0.113378,0.604726,236.493354,269.878662,0.005608,1.006095,-0.000042,0.612666,-1.358297
620.88,44.944155,38.768853,0.604604,2971.507568,2950.508057,0.005679,-0.113382,0.604604,236.493811,269.878998,0.005608,1.006095,-0.000042,0.612660,-1.358401
620.90,44.944208,38.768912,0.604506,2971.475098,2950.445312,0.005679,-0.113384,0.604506,236.494163,269.879242,0.005608,1.006095,-0.000042,0.612655,-1.358484
620.93,44.944258,38.768967,0.604384,2971.434326,2950.402100,0.005678,-0.113387,0.604384,236.494587,269.879578,0.005607,1.006095,-0.000042,0.612650,-1.358588
620.96,44.944309,38.769023,0.604286,2971.401611,2950.367188,0.005678,-0.113390,0.604286,236.494940,269.879822,0.005607,1.006096,-0.000042,0.612645,-1.358672
620.99,44.944361,38.769080,0.604164,2971.360840,2950.323730,0.005677,-0.113393,0.604164,236.495380,269.880127,0.005607,1.006095,-0.000043,0.612639,-1.358776
621.01,44.944414,38.769139,0.604066,2971.328369,2950.289062,0.005677,-0.113395,0.604066,236.495749,269.880371,0.005606,1.006095,-0.000043,0.612634,-1.358859
621.04,44.944464,38.769194,0.603944,2971.287598,2950.245605,0.005676,-0.113399,0.603944,236.496190,269.880676,0.005606,1.006096,-0.000043,0.612628,-1.358964
621.07,44.944515,38.769251,0.603846,2971.254883,2950.210938,0.005676,-0.113401,0.603846,236.496542,269.880951,0.005606,1.006097,-0.000042,0.612623,-1.359047
621.09,44.944567,38.769308,0.603724,2971.214111,2950.167480,0.005676,-0.113404,0.603724,236.497000,269.881256,0.005605,1.006096,-0.000043,0.612617,-1.359152
621.12,44.944618,38.769365,0.603626,2971.181396,2950.132812,0.005675,-0.113407,0.603626,236.497368,269.881500,0.005605,1.006096,-0.000043,0.612612,-1.359235
621.15,44.944670,38.769421,0.603504,2971.140625,2950.089355,0.005675,-0.113410,0.603504,236.497809,269.881805,0.005605,1.006096,-0.000043,0.612606,-1.359340
621.17,44.944719,38.769476,0.603406,2971.108154,2950.054932,0.005674,-0.113413,0.603406,236.498178,269.882080,0.005605,1.006097,-0.000043,0.612601,-1.359424
621.20,44.944773,38.769535,0.603284,2971.067383,2950.011475,0.005674,-0.113416,0.603284,236.498636,269.882385,0.005604,1.006097,-0.000042,0.612595,-1.359529
621.23,44.944824,38.769592,0.603186,2971.034668,2949.976807,0.005673,-0.113418,0.603186,236.498956,269.882629,0.005604,1.006097,-0.000042,0.612589,-1.359612
621.25,44.944874,38.769647,0.603064,2970.993896,2949.933350,0.005673,-0.113422,0.603064,236.499413,269.882935,0.005604,1.006099,-0.000040,0.612582,-1.359717
621.28,44.944925,38.769703,0.602967,2970.961182,2949.898682,0.005673,-0.113424,0.602967,236.499782,269.883179,0.005603,1.006099,-0.000039,0.612577,-1.359800
621.31,44.944975,38.769758,0.602869,2970.928711,2949.864014,0.005672,-0.113427,0.602869,236.500118,269.883453,0.005603,1.006101,-0.000037,0.612571,-1.359883
621.33,44.945026,38.769815,0.602747,2970.887939,2949.820801,0.005672,-0.113430,0.602747,236.500543,269.883759,0.005603,1.006102,-0.000037,0.612564,-1.359987
621.36,44.945078,38.769872,0.602649,2970.855225,2949.786133,0.005671,-0.113432,0.602649,236.500945,269.884003,0.005602,1.006103,-0.000036,0.612559,-1.360069
621.39,44.945129,38.769928,0.602527,2970.814453,2949.742676,0.005671,-0.113436,0.602527,236.501386,269.884338,0.005602,1.006104,-0.000034,0.612551,-1.360172
621.41,44.945181,38.769985,0.602430,2970.781738,2949.707764,0.005670,-0.113438,0.602430,236.501739,269.884583,0.005601,1.006105,-0.000034,0.612546,-1.360255
621.44,44.945233,38.770042,0.602308,2970.740967,2949.664551,0.005670,-0.113441,0.602308,236.502180,269.884888,0.005601,1.006105,-0.000033,0.612539,-1.360357
621.47,44.945284,38.770099,0.602210,2970.708252,2949.629883,0.005670,-0.113444,0.602210,236.502549,269.885132,0.005601,1.006107,-0.000032,0.612533,-1.360439
621.50,44.945336,38.770155,0.602088,2970.667480,2949.586426,0.005669,-0.113447,0.602088,236.502974,269.885437,0.005600,1.006108,-0.000031,0.612525,-1.360541
621.52,44.945387,38.770212,0.601990,2970.634766,2949.552002,0.005669,-0.113449,0.601990,236.503359,269.885712,0.005600,1.006110,-0.000030,0.612520,-1.360623
621.55,44.945439,38.770269,0.601868,2970.593994,2949.508545,0.005668,-0.113453,0.601868,236.503784,269.886017,0.005599,1.006111,-0.000028,0.612513,-1.360725
621.58,44.945490,38.770326,0.601771,2970.561279,2949.473877,0.005668,-0.113455,0.601771,236.504153,269.886261,0.005599,1.006111,-0.000027,0.612506,-1.360806
621.60,44.945542,38.770382,0.601649,2970.520508,2949.430664,0.005667,-0.113458,0.601649,236.504594,269.886597,0.005598,1.006112,-0.000027,0.612499,-1.360907
621.63,44.945592,38.770437,0.601551,2970.487793,2949.395752,0.005667,-0.113461,0.601551,236.504980,269.886841,0.005598,1.006113,-0.000026,0.612493,-1.360988
621.66,44.945643,38.770494,0.601429,2970.447021,2949.352539,0.005666,-0.113464,0.601429,236.505405,269.887146,0.005598,1.006113,-0.000025,0.612485,-1.361089
621.68,44.945695,38.770550,0.601331,2970.414307,2949.317871,0.005666,-0.113466,0.601331,236.505758,269.887421,0.005597,1.006113,-0.000024,0.612479,-1.361170
621.71,44.945744,38.770605,0.601209,2970.373535,2949.274658,0.005666,-0.113469,0.601209,236.506199,269.887726,0.005597,1.006115,-0.000023,0.612471,-1.361271
621.74,44.945796,38.770662,0.601112,2970.340820,2949.239746,0.005665,-0.113472,0.601112,236.506584,269.887970,0.005596,1.006115,-0.000022,0.612465,-1.361351
621.76,44.945848,38.770718,0.600989,2970.300049,2949.196533,0.005665,-0.113475,0.600989,236.507009,269.888275,0.005596,1.006116,-0.000021,0.612458,-1.361451
621.79,44.945897,38.770773,0.600892,2970.267334,2949.162109,0.005664,-0.113477,0.600892,236.507362,269.888550,0.005595,1.006115,-0.000022,0.612452,-1.361532
621.82,44.945949,38.770829,0.600794,2970.234619,2949.127197,0.005664,-0.113479,0.600794,236.507715,269.888794,0.005595,1.006115,-0.000023,0.612447,-1.361613
621.84,44.946000,38.770886,0.600671,2970.193848,2949.083984,0.005663,-0.113482,0.600671,236.508156,269.889130,0.005595,1.006114,-0.000025,0.612440,-1.361714
621.87,44.946052,38.770943,0.600574,2970.161133,2949.049316,0.005663,-0.113485,0.600574,236.508525,269.889374,0.005594,1.006115,-0.000025,0.612435,-1.361795
621.90,44.946104,38.770999,0.600451,2970.120361,2949.006104,0.005663,-0.113488,0.600451,236.508982,269.889679,0.005594,1.006114,-0.000025,0.612428,-1.361897
621.92,44.946155,38.771056,0.600354,2970.087646,2948.971436,0.005662,-0.113490,0.600354,236.509335,269.889923,0.005593,1.006114,-0.000026,0.612423,-1.361978
621.95,44.946207,38.771112,0.600231,2970.046631,2948.927979,0.005662,-0.113493,0.600231,236.509776,269.890259,0.005593,1.006113,-0.000027,0.612417,-1.362080
621.98,44.946259,38.771169,0.600133,2970.013916,2948.893311,0.005661,-0.113496,0.600133,236.510146,269.890503,0.005593,1.006113,-0.000026,0.612412,-1.362161
